Thu Jan 21 2010	104.04	97.56	92.76	96.12	99.48	96.72	94.08	96.00	91.32	92.28	89.28	93.96	85.80	94.08	90.12	91.80	94.68	91.92	90.36	99.12	99.60	105.00	120.60	122.88	137.28	141.96	139.44	135.48	149.76	147.00	153.12	168.84	162.96	166.08	167.28	162.12	176.04	182.52	171.96	169.08	150.60	155.64	167.40	164.40	145.80	149.88	161.16	144.48	155.28	147.72	151.32	158.64	161.28	163.08	161.40	149.04	152.88	148.80	156.72	169.56	168.48	173.28	169.56	165.48	160.56	154.44	155.16	170.28	158.16	144.12	182.52	181.68	177.60	169.80	161.64	159.00	166.68	169.92	158.28	157.44	174.24	200.16	192.84	189.84	199.92	178.68	148.80	143.40	142.08	135.84	138.60	129.84	129.24	117.00	116.16	106.08
Fri Jan 22 2010	100.08	106.44	106.32	102.24	101.52	98.88	93.48	93.84	96.84	93.72	94.08	97.44	94.20	93.36	95.52	91.08	91.80	98.40	98.52	108.48	99.24	118.08	114.24	112.56	129.12	132.72	150.00	155.52	162.96	161.16	169.56	158.28	169.44	166.56	175.80	175.20	186.60	200.40	194.52	173.88	152.76	154.68	150.96	157.32	157.08	160.56	164.28	159.96	152.64	148.20	161.52	166.32	161.88	158.88	159.00	146.88	145.92	151.68	151.20	162.00	168.24	167.40	182.40	174.84	172.08	155.40	150.72	153.84	142.56	133.56	131.88	125.28	137.76	149.40	180.72	175.56	163.80	167.88	170.76	171.00	182.40	189.12	177.24	185.88	153.24	139.92	149.40	148.68	155.28	145.80	149.28	139.44	130.92	141.48	122.16	120.00
Sat Jan 23 2010	115.80	105.72	104.64	104.64	98.40	109.08	101.64	98.16	100.44	97.68	101.76	100.68	92.28	87.00	90.48	84.24	87.00	96.96	86.64	93.96	99.12	87.60	83.76	100.92	102.72	103.08	116.52	108.84	96.48	116.28	117.60	117.36	142.92	135.84	136.92	138.96	136.80	136.32	135.24	128.04	133.44	135.48	134.88	125.40	125.88	131.40	143.76	127.56	124.32	132.96	125.76	126.48	113.04	110.76	110.28	112.68	111.00	113.40	114.60	129.72	133.92	123.60	139.20	129.48	123.72	135.60	137.88	135.36	125.04	138.84	129.48	137.28	141.12	145.08	153.00	179.16	178.08	164.04	165.72	156.00	161.04	159.36	139.92	142.08	153.36	153.00	137.64	135.24	138.48	125.76	111.48	117.60	119.52	122.64	113.16	107.16
Sun Jan 24 2010	100.32	95.28	101.76	102.36	94.80	96.84	93.12	89.28	89.40	91.68	95.16	89.28	87.96	87.24	84.84	88.56	91.32	89.04	91.68	90.12	89.04	91.32	95.64	101.76	101.64	126.12	110.52	111.72	110.28	115.56	109.08	113.04	116.52	142.08	128.04	132.00	119.04	116.76	121.92	124.80	112.08	116.52	114.72	110.64	117.36	112.68	112.32	120.48	113.28	108.72	115.32	113.04	110.28	112.68	102.60	114.24	110.28	120.12	118.32	135.24	133.44	133.56	134.40	132.72	132.12	137.88	132.84	127.08	127.20	131.64	112.32	122.28	118.20	126.12	133.56	140.76	138.72	158.04	149.16	144.96	148.68	147.36	154.08	136.56	143.88	145.80	142.92	139.20	121.68	128.16	126.96	124.68	116.28	114.72	112.08	100.92
Mon Jan 25 2010	108.12	111.24	99.84	100.20	94.56	98.40	100.92	93.84	90.48	91.20	90.12	85.32	86.04	94.32	85.80	87.36	94.68	91.32	91.44	91.20	100.32	96.96	115.32	124.68	119.04	139.68	153.48	164.52	162.12	190.56	216.96	195.24	167.28	161.76	152.28	151.32	175.56	203.76	194.76	189.12	168.00	179.40	184.92	173.40	165.24	170.28	164.16	152.64	158.76	154.32	163.68	162.24	163.80	170.88	166.20	160.92	171.60	174.96	178.80	184.20	181.20	174.12	177.48	180.48	187.08	195.24	180.84	176.40	151.68	167.88	165.12	165.72	166.08	181.92	204.84	200.88	200.28	189.84	203.16	203.76	192.12	197.16	190.44	186.96	152.28	158.76	159.48	165.36	152.88	148.92	137.16	138.60	129.60	127.08	122.16	121.32
Tue Jan 26 2010	115.20	99.96	97.92	98.40	99.60	95.04	93.60	98.16	94.44	91.56	95.16	92.52	91.80	99.48	102.48	93.84	93.12	96.48	90.84	95.04	109.56	108.24	124.80	115.80	131.52	135.84	140.52	166.44	148.80	146.16	166.80	162.72	182.40	185.52	184.20	193.68	200.52	183.00	174.84	201.84	177.36	176.28	187.92	174.72	174.00	180.36	162.48	153.60	155.16	168.48	158.88	168.24	183.84	173.64	165.48	179.16	180.24	173.76	169.32	169.44	166.32	170.76	159.00	162.84	159.48	160.08	168.48	148.56	155.52	143.04	148.80	153.24	174.60	171.12	190.92	193.08	203.16	194.04	184.92	194.64	187.32	188.76	187.92	180.84	157.20	166.80	152.40	156.12	172.68	152.04	135.60	129.72	125.64	131.52	115.20	123.48
Wed Jan 27 2010	112.08	105.24	113.28	105.48	97.56	108.12	103.80	98.04	92.88	102.00	97.44	95.76	95.76	98.28	91.08	95.64	95.88	96.72	92.64	103.92	112.44	114.84	120.48	119.64	131.76	138.24	146.28	163.80	156.12	145.08	146.64	158.28	195.72	186.48	186.48	203.64	197.40	187.44	194.16	190.08	166.68	161.88	163.20	161.52	158.40	159.12	158.04	151.56	147.96	157.56	158.04	162.60	159.72	165.48	162.84	177.48	182.64	171.00	174.12	167.28	166.20	161.52	161.64	172.20	176.76	171.96	171.00	159.48	168.48	163.08	173.52	149.76	152.16	165.84	194.40	198.12	207.72	190.08	181.44	186.60	189.96	182.16	175.92	179.52	151.92	148.80	151.68	148.80	153.48	143.16	137.40	122.52	110.64	115.20	110.40	105.36
Thu Jan 28 2010	107.76	99.00	103.32	100.68	102.00	105.12	104.88	99.48	94.80	93.60	94.68	92.52	93.96	100.20	97.32	96.24	99.12	97.56	92.88	99.60	106.68	117.48	117.36	119.04	135.72	131.28	144.12	152.28	154.08	136.80	146.88	163.56	178.56	190.92	186.36	189.00	202.68	179.76	183.84	190.44	163.20	152.16	158.16	155.52	160.44	162.12	159.60	162.60	163.92	169.80	170.88	168.00	159.36	162.12	161.52	161.16	171.00	173.52	176.04	182.64	161.16	165.24	165.60	171.48	171.24	177.84	169.32	155.64	163.68	152.76	182.04	206.04	176.88	159.84	154.92	161.16	161.76	159.72	158.88	163.68	179.04	182.64	179.16	168.72	169.80	179.40	155.88	139.92	141.96	141.84	143.04	125.16	118.68	129.60	120.84	108.84
Fri Jan 29 2010	102.60	107.88	107.76	98.76	99.12	99.84	94.68	93.24	99.12	96.12	91.20	96.60	99.00	95.64	95.76	94.68	100.44	97.92	94.56	103.32	104.88	113.40	131.16	116.52	129.72	147.48	138.12	152.88	153.84	180.48	163.20	172.08	182.76	176.76	163.80	172.80	199.68	194.28	197.76	188.52	159.48	159.84	156.96	165.72	159.24	158.88	151.20	161.76	137.16	141.00	143.76	147.84	150.24	153.00	154.56	149.04	154.56	164.64	170.40	172.32	173.76	174.00	166.56	165.24	155.04	159.24	150.00	167.16	159.48	161.28	146.64	149.28	146.88	149.76	187.32	185.76	189.12	175.80	183.60	181.44	164.28	176.64	170.16	173.04	142.20	141.60	142.92	131.28	150.24	128.16	122.28	124.68	126.96	116.76	118.08	110.76
Sat Jan 30 2010	103.08	111.12	95.64	111.12	99.36	100.92	101.16	96.12	96.60	96.00	94.20	91.56	89.16	93.60	91.92	96.96	91.08	94.56	94.80	91.68	90.12	91.80	106.92	94.20	98.88	105.96	101.04	111.96	108.24	112.80	120.36	121.32	120.60	128.88	125.16	136.56	157.44	136.56	144.96	144.24	137.64	135.72	125.28	140.76	137.28	142.44	129.84	130.32	120.48	108.96	109.32	110.28	112.56	117.00	122.40	131.76	145.32	121.32	141.60	144.96	139.80	144.84	153.12	148.68	146.64	153.24	159.72	141.00	134.16	130.80	132.12	140.16	133.32	131.04	149.88	161.04	176.64	168.48	150.84	148.68	144.48	157.92	148.32	151.32	177.12	157.68	147.24	140.04	137.04	148.56	143.64	122.40	112.56	117.60	111.60	99.00
Sun Jan 31 2010	106.08	99.24	97.20	91.32	92.76	95.64	96.36	89.52	88.80	86.16	87.00	93.24	87.60	88.80	87.60	82.44	87.12	87.48	89.64	86.28	89.88	92.76	89.88	98.16	95.76	103.68	106.44	104.40	113.28	114.72	111.24	118.68	118.20	137.52	122.04	104.16	112.92	104.16	114.00	132.48	118.20	130.68	108.96	120.36	109.20	114.12	111.60	115.92	123.36	118.92	110.64	105.84	103.20	113.04	111.36	112.44	114.00	119.40	123.48	125.52	142.08	143.52	137.76	149.40	152.40	167.40	158.04	155.64	144.84	135.00	131.16	141.84	134.88	150.72	156.84	160.20	155.76	179.40	173.04	165.60	161.28	150.60	145.08	143.76	166.92	176.16	138.24	148.32	146.88	132.60	136.68	121.08	114.12	110.40	113.64	122.04
Mon Feb 1 2010	118.68	110.64	102.60	98.52	97.44	97.44	95.64	92.04	90.36	92.64	96.00	88.32	95.64	92.52	90.36	86.04	91.68	91.08	90.48	94.08	107.52	110.04	111.60	109.08	123.48	119.88	131.88	157.08	148.44	134.28	201.24	182.76	156.96	144.12	149.64	133.44	166.08	184.20	188.64	184.56	188.64	186.72	179.40	176.76	171.00	167.16	179.16	170.04	168.12	166.68	169.20	174.00	168.48	171.12	166.44	159.48	163.44	166.92	163.44	171.24	177.12	175.92	170.28	176.76	176.16	175.68	180.96	173.28	171.24	165.00	154.20	159.12	157.68	165.60	193.56	192.48	201.48	201.36	195.00	192.72	189.24	173.16	187.56	191.04	155.88	147.24	145.20	140.04	159.36	157.80	128.04	143.76	120.72	117.12	111.36	119.16
Tue Feb 2 2010	102.96	100.20	99.72	100.68	95.88	93.84	98.52	97.92	94.68	87.96	92.64	93.60	89.40	96.36	88.80	89.16	86.28	89.04	90.24	87.96	98.52	113.76	116.64	119.16	132.24	134.40	147.96	160.80	165.00	153.00	165.60	167.76	187.32	194.28	184.44	195.84	198.00	186.48	188.52	187.56	175.20	171.96	167.40	170.88	154.44	162.12	155.52	156.36	150.96	148.68	154.44	158.64	155.28	161.40	163.32	153.36	155.64	151.56	156.12	156.48	154.56	150.96	151.80	158.76	164.76	152.28	149.40	158.28	158.16	150.60	147.72	143.52	151.20	145.92	176.16	193.80	174.60	189.48	188.16	185.52	175.56	173.88	175.44	186.72	175.20	161.64	150.60	132.24	145.56	131.16	128.52	138.84	116.04	119.40	111.00	108.24
Wed Feb 3 2010	104.40	106.80	103.20	93.96	88.56	92.40	88.56	91.80	90.48	91.56	87.36	89.16	85.80	97.80	84.72	90.72	84.24	86.64	87.48	92.28	98.40	108.72	109.80	113.88	122.40	135.48	153.48	159.96	150.96	150.00	177.00	176.64	189.72	180.96	176.88	176.16	193.80	193.32	186.72	197.64	159.00	165.96	158.76	159.96	154.68	156.12	159.00	156.24	152.64	160.92	169.08	176.04	153.36	154.80	165.36	159.96	165.60	149.16	151.44	159.60	164.28	172.44	167.04	159.24	164.64	156.84	161.52	154.80	145.20	146.52	142.92	138.12	155.28	171.24	217.56	208.68	200.40	194.76	188.88	180.24	176.16	167.76	185.76	174.96	145.08	142.68	136.32	144.60	134.40	129.36	129.24	128.76	118.20	111.36	110.16	98.76
